AcademicYear,Institution,Student Type,DemographicGroup,DemographicValue,DemographicSubgroup,DemographicSubgroupValue,AvgTTD,MedTTD,Number of Degrees
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Male,2.43,1.92,858
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,None,All,2.36,2,1980
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.34,2.17,410
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Black,2.42,2.17,145
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Hispanic,2.32,2.17,194
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Multi Racial,2.4,2.25,123
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Unknown,3.41,2.5,51
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,White,2.31,1.92,1039
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Female,2.26,1.92,1059
2015-16,University of Washington,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Male,2.48,2.25,919
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,None,All,2.33,1.92,3865
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,American Indian or Alaska Native (AIAN),2.54,2.25,31
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.3,2,703
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Black,2.31,2,193
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Hispanic,2.36,1.92,314
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Multi Racial,2.25,2.17,221
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Unknown,2.32,1.92,392
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,White,2.35,1.92,2011
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Female,2.22,1.92,2086
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Male,2.46,2.17,1777
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,2.27,1.92,2504
2015-16,University of Washington,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Received WA College Grant,2.45,2.17,1361
2015-16,University of Washington,All Transfers,Race/Ethnicity,American Indian or Alaska Native (AIAN),None,All,2.54,2.25,31
2015-16,University of Washington,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,None,All,2.3,2,703
2015-16,University of Washington,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Female,2.21,1.92,367
2015-16,University of Washington,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Male,2.4,2.25,336
2015-16,University of Washington,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Did Not Receive WA College Grant,2.25,1.92,402
2015-16,University of Washington,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Received WA College Grant,2.37,2.25,301
2015-16,University of Washington,All Transfers,Race/Ethnicity,Black,None,All,2.31,2,193
2015-16,University of Washington,All Transfers,Race/Ethnicity,Black,Sex,Female,2.3,1.92,105
2015-16,University of Washington,All Transfers,Race/Ethnicity,Black,Sex,Male,2.33,2,88
2015-16,University of Washington,All Transfers,Race/Ethnicity,Black,Washington College Grant Status,Did Not Receive WA College Grant,2.09,1.92,85
2015-16,University of Washington,All Transfers,Race/Ethnicity,Black,Washington College Grant Status,Received WA College Grant,2.48,2.17,108
2015-16,University of Washington,All Transfers,Race/Ethnicity,Hispanic,None,All,2.36,1.92,314
2015-16,University of Washington,All Transfers,Race/Ethnicity,Hispanic,Sex,Female,2.34,1.92,189
2015-16,University of Washington,All Transfers,Race/Ethnicity,Hispanic,Sex,Male,2.39,2.17,125
2015-16,University of Washington,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Did Not Receive WA College Grant,2.33,1.92,190
2015-16,University of Washington,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Received WA College Grant,2.41,2.25,124
2015-16,University of Washington,All Transfers,Race/Ethnicity,Multi Racial,None,All,2.25,2.17,221
2015-16,University of Washington,All Transfers,Race/Ethnicity,Multi Racial,Sex,Female,2.21,2,131
2015-16,University of Washington,All Transfers,Race/Ethnicity,Multi Racial,Sex,Male,2.3,2.25,90
2015-16,University of Washington,All Transfers,Race/Ethnicity,Multi Racial,Washington College Grant Status,Did Not Receive WA College Grant,2.14,1.92,137
2015-16,University of Washington,All Transfers,Race/Ethnicity,Multi Racial,Washington College Grant Status,Received WA College Grant,2.42,2.42,84
2015-16,University of Washington,All Transfers,Race/Ethnicity,Unknown,None,All,2.32,1.92,392
2015-16,University of Washington,All Transfers,Race/Ethnicity,Unknown,Sex,Female,2.23,1.75,218
2015-16,University of Washington,All Transfers,Race/Ethnicity,Unknown,Sex,Male,2.44,1.92,173
2015-16,University of Washington,All Transfers,Race/Ethnicity,Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.2,1.75,350
2015-16,University of Washington,All Transfers,Race/Ethnicity,Unknown,Washington College Grant Status,Received WA College Grant,3.33,2.5,42
2015-16,University of Washington,All Transfers,Race/Ethnicity,White,None,All,2.35,1.92,2011
2015-16,University of Washington,All Transfers,Race/Ethnicity,White,Sex,Female,2.19,1.92,1060
2015-16,University of Washington,All Transfers,Race/Ethnicity,White,Sex,Male,2.51,2.17,950
2015-16,University of Washington,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Did Not Receive WA College Grant,2.31,1.92,1321
2015-16,University of Washington,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Received WA College Grant,2.42,2,690
2015-16,University of Washington,All Transfers,Residency,Non-Residents,None,All,2.09,1.92,469
2015-16,University of Washington,All Transfers,Residency,Non-Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.03,1.92,86
2015-16,University of Washington,All Transfers,Residency,Non-Residents,Race/Ethnicity,Unknown,2.05,1.75,309
2015-16,University of Washington,All Transfers,Residency,Non-Residents,Race/Ethnicity,White,2.39,2,54
2015-16,University of Washington,All Transfers,Residency,Non-Residents,Sex,Female,2.08,1.75,265
2015-16,University of Washington,All Transfers,Residency,Non-Residents,Sex,Male,2.11,1.92,204
2015-16,University of Washington,All Transfers,Residency,WA Residents,None,All,2.36,1.92,3396
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,American Indian or Alaska Native (AIAN),2.56,2.25,30
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.34,2,617
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,Black,2.3,2,189
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,Hispanic,2.37,1.92,304
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,Multi Racial,2.25,2.17,216
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,Unknown,3.33,2.5,83
2015-16,University of Washington,All Transfers,Residency,WA Residents,Race/Ethnicity,White,2.34,1.92,1957
2015-16,University of Washington,All Transfers,Residency,WA Residents,Sex,Female,2.25,1.92,1821
2015-16,University of Washington,All Transfers,Residency,WA Residents,Sex,Male,2.5,2.17,1573
2015-16,University of Washington,All Transfers,Sex,Female,None,All,2.22,1.92,2086
2015-16,University of Washington,All Transfers,Sex,Female,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.21,1.92,367
2015-16,University of Washington,All Transfers,Sex,Female,Race/Ethnicity,Black,2.3,1.92,105
2015-16,University of Washington,All Transfers,Sex,Female,Race/Ethnicity,Hispanic,2.34,1.92,189
2015-16,University of Washington,All Transfers,Sex,Female,Race/Ethnicity,Multi Racial,2.21,2,131
2015-16,University of Washington,All Transfers,Sex,Female,Race/Ethnicity,Unknown,2.23,1.75,218
2015-16,University of Washington,All Transfers,Sex,Female,Race/Ethnicity,White,2.19,1.92,1060
2015-16,University of Washington,All Transfers,Sex,Female,Washington College Grant Status,Did Not Receive WA College Grant,2.15,1.75,1378
2015-16,University of Washington,All Transfers,Sex,Female,Washington College Grant Status,Received WA College Grant,2.37,2,708
2015-16,University of Washington,All Transfers,Sex,Male,None,All,2.46,2.17,1777
2015-16,University of Washington,All Transfers,Sex,Male,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.4,2.25,336
2015-16,University of Washington,All Transfers,Sex,Male,Race/Ethnicity,Black,2.33,2,88
2015-16,University of Washington,All Transfers,Sex,Male,Race/Ethnicity,Hispanic,2.39,2.17,125
2015-16,University of Washington,All Transfers,Sex,Male,Race/Ethnicity,Multi Racial,2.3,2.25,90
2015-16,University of Washington,All Transfers,Sex,Male,Race/Ethnicity,Unknown,2.44,1.92,173
2015-16,University of Washington,All Transfers,Sex,Male,Race/Ethnicity,White,2.51,2.17,950
2015-16,University of Washington,All Transfers,Sex,Male,Washington College Grant Status,Did Not Receive WA College Grant,2.41,2,1126
2015-16,University of Washington,All Transfers,Sex,Male,Washington College Grant Status,Received WA College Grant,2.54,2.25,651
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,None,All,2.36,1.92,2343
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,American Indian or Alaska Native (AIAN),2.51,2.25,23
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.31,1.92,386
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Black,2.46,2.25,118
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Hispanic,2.38,1.92,215
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Multi Racial,2.2,2.17,132
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Unknown,2.35,1.75,276
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,White,2.38,1.92,1193
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Female,2.3,1.92,1398
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Male,2.46,2,943
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.32,1.92,1549
2015-16,University of Washington,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Received WA College Grant,2.45,2,794
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,None,All,2.28,2,1522
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.29,2,317
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Black,2.08,1.92,75
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Hispanic,2.33,2.17,99
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Multi Racial,2.31,2.25,89
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Unknown,2.24,1.92,116
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,White,2.29,1.92,818
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Sex,Female,2.07,1.75,688
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Sex,Male,2.45,2.25,834
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.18,1.92,955
2015-16,University of Washington,All Transfers,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Received WA College Grant,2.45,2.25,567
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,None,All,2.34,1.92,3605
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,American Indian or Alaska Native (AIAN),2.52,2.25,28
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.31,2,683
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Black,2.32,2,180
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Hispanic,2.33,2,281
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Multi Racial,2.27,2.17,202
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Unknown,2.28,1.92,383
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,White,2.36,1.92,1848
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Sex,Female,2.23,1.92,2027
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Sex,Male,2.48,2.17,1577
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.27,1.92,2352
2015-16,University of Washington,All Transfers,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Received WA College Grant,2.46,2.17,1253
2015-16,University of Washington,All Transfers,Veteran Status,Veteran,None,All,2.25,1.92,260
2015-16,University of Washington,All Transfers,Veteran Status,Veteran,Sex,Male,2.29,1.92,200
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,None,All,2.27,1.92,2504
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.25,1.92,402
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Black,2.09,1.92,85
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Hispanic,2.33,1.92,190
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Multi Racial,2.14,1.92,137
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Unknown,2.2,1.75,350
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,White,2.31,1.92,1321
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Female,2.15,1.75,1378
2015-16,University of Washington,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Male,2.41,2,1126
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,None,All,2.45,2.17,1361
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.37,2.25,301
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Black,2.48,2.17,108
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Hispanic,2.41,2.25,124
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Multi Racial,2.42,2.42,84
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Unknown,3.33,2.5,42
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,White,2.42,2,690
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Sex,Female,2.37,2,708
2015-16,University of Washington,All Transfers,Washington College Grant Status,Received WA College Grant,Sex,Male,2.54,2.25,651
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,None,All,3.81,3.75,5491
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.88,3.75,1478
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Black,4.02,3.75,127
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Hispanic,3.89,3.75,381
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Multi Racial,3.78,3.75,373
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Unknown,3.82,3.75,917
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Race/Ethnicity,White,3.74,3.75,2198
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Sex,Female,3.73,3.75,3044
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Sex,Male,3.92,3.75,2442
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Washington College Grant Status,Did Not Receive WA College Grant,3.78,3.75,4354
2015-16,University of Washington,Direct from High School,Age,<= 24 years old,Washington College Grant Status,Received WA College Grant,3.94,3.75,1137
2015-16,University of Washington,Direct from High School,Age,>= 30 years old,None,All,13.3,13.75,35
2015-16,University of Washington,Direct from High School,Age,>= 30 years old,Sex,Male,12.95,14.25,17
2015-16,University of Washington,Direct from High School,Age,>= 30 years old,Washington College Grant Status,Did Not Receive WA College Grant,13.44,13.75,29
2015-16,University of Washington,Direct from High School,Age,25-29 years old,None,All,7.72,7.75,159
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,7.49,7.25,41
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Race/Ethnicity,Unknown,7.14,6.92,50
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Race/Ethnicity,White,8.18,7.75,47
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Sex,Female,7.78,7.75,68
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Sex,Male,7.67,7.25,91
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Washington College Grant Status,Did Not Receive WA College Grant,7.48,7.25,107
2015-16,University of Washington,Direct from High School,Age,25-29 years old,Washington College Grant Status,Received WA College Grant,8.22,7.92,52
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,None,All,3.97,3.75,5603
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4,3.75,1497
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Black,4.47,3.92,134
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Hispanic,4.01,3.75,386
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Multi Racial,3.81,3.75,370
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Unknown,4.02,3.75,963
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,White,3.91,3.75,2233
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Sex,Female,3.87,3.75,3089
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Sex,Male,4.1,3.75,2509
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Washington College Grant Status,Did Not Receive WA College Grant,3.92,3.75,4427
2015-16,University of Washington,Direct from High School,FT/PT Status,Full-Time,Washington College Grant Status,Received WA College Grant,4.15,3.75,1176
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,None,All,4.56,4.25,82
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.62,4.25,28
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,Race/Ethnicity,White,4.52,3.75,33
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,Sex,Female,4.34,4.25,41
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,Sex,Male,4.78,4.25,41
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,Washington College Grant Status,Did Not Receive WA College Grant,4.38,4.25,63
2015-16,University of Washington,Direct from High School,FT/PT Status,Part-Time,Washington College Grant Status,Received WA College Grant,5.17,4.5,19
2015-16,University of Washington,Direct from High School,None (All Students),All,None,All,3.98,3.75,5685
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,None,All,3.91,3.75,4023
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.94,3.75,860
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Black,5.2,3.92,37
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Hispanic,3.87,3.75,173
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Multi Racial,3.8,3.75,280
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Unknown,3.94,3.75,921
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,White,3.88,3.75,1743
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Sex,Female,3.79,3.75,2161
2015-16,University of Washington,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Sex,Male,4.06,3.75,1857
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,None,All,4.14,3.75,1662
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.12,3.75,665
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Black,4.2,3.92,99
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Hispanic,4.13,3.75,218
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Multi Racial,3.87,3.75,96
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Unknown,5.56,4.5,49
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,White,4.06,3.75,523
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Sex,Female,4.06,3.75,969
2015-16,University of Washington,Direct from High School,Pell Grant Status,Received Pell Grant,Sex,Male,4.25,3.75,693
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,None,All,3.91,3.75,3994
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.93,3.75,850
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Black,5.2,3.92,37
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Hispanic,3.86,3.75,162
2018-19,University of Washington,All Transfers,Age,25-29 years old,Washington College Grant Status,Did Not Receive WA College Grant,2.4,2,435
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Multi Racial,3.78,3.75,279
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Unknown,3.94,3.75,918
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,White,3.87,3.75,1739
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Female,3.78,3.75,2142
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Male,4.06,3.75,1847
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,None,All,4.14,3.75,1691
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.12,3.75,675
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Black,4.2,3.92,99
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Hispanic,4.12,3.75,229
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Multi Racial,3.93,3.75,97
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Unknown,5.46,3.92,52
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,White,4.07,3.75,527
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Female,4.07,3.75,988
2015-16,University of Washington,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Male,4.25,3.75,703
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,None,All,3.98,3.75,5685
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,American Indian or Alaska Native (AIAN),5.18,4.5,21
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.02,3.75,1525
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Black,4.47,3.92,136
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Hispanic,4.01,3.75,391
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Multi Racial,3.82,3.75,376
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Unknown,4.02,3.75,970
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,White,3.92,3.75,2266
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Sex,Female,3.87,3.75,3130
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Sex,Male,4.11,3.75,2550
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,3.93,3.75,4490
